3.000000	2.943890
4.000000	3.657273
3.000000	3.331871
2.000000	3.089077
4.000000	3.388193
2.000000	3.195249
3.000000	2.249642
3.000000	3.251786
3.000000	3.111110
3.000000	3.219932
3.000000	3.311189
2.000000	2.174325
3.000000	2.590020
2.000000	2.201990
1.000000	1.538566
3.000000	3.231159
3.000000	3.088091
4.000000	3.907495
3.000000	3.311534
2.000000	1.720966
3.000000	3.259037
3.000000	2.863668
3.000000	3.603922
3.000000	2.815519
1.000000	1.865824
3.000000	2.446666
2.000000	3.032889
2.000000	1.880590
2.000000	2.044823
4.000000	3.817992
2.000000	3.374472
3.000000	3.378212
3.000000	3.274170
1.000000	1.287895
4.000000	3.574765
3.000000	3.506463
1.000000	1.636081
3.000000	3.440811
2.000000	1.318478
2.000000	3.249954
3.000000	3.425120
4.000000	3.542001
4.000000	3.533767
2.000000	2.240704
3.000000	3.178589
3.000000	1.618796
2.000000	2.911587
3.000000	3.567337
3.000000	3.492189
2.000000	3.095219
4.000000	3.166894
3.000000	3.204234
3.000000	2.678744
1.000000	2.081585
1.000000	1.912647
3.000000	3.447057
3.000000	3.364863
4.000000	3.767109
2.000000	1.468164
2.000000	2.161361
3.000000	2.946243
3.000000	3.502983
1.000000	1.613062
1.000000	1.299457
1.000000	1.768494
3.000000	2.668902
2.000000	2.149713
2.000000	2.497832
4.000000	3.720372
3.000000	3.381800
1.000000	1.619280
2.000000	1.376487
2.000000	2.419055
1.000000	0.905025
2.000000	1.815574
3.000000	3.227854
4.000000	3.370471
3.000000	2.961392
3.000000	2.880269
2.000000	1.917135
1.000000	1.923855
4.000000	3.463859
1.000000	1.663306
1.000000	1.515790
1.000000	1.498699
2.000000	1.156636
2.000000	2.268406
3.000000	2.858515
4.000000	3.679099
3.000000	3.510632
3.000000	3.205211
3.000000	3.211030
3.000000	3.009171
3.000000	2.845006
2.000000	1.850225
4.000000	3.568410
2.000000	2.694252
3.000000	2.158727
2.000000	2.077683
2.000000	2.265891
3.000000	3.624246
1.000000	1.166519
2.000000	1.965335
2.000000	2.221733
1.000000	1.727500
2.000000	1.258791
1.000000	3.364495
3.000000	3.209594
2.000000	1.989919
2.000000	1.860957
3.000000	3.618453
1.000000	1.839334
3.000000	2.353345
2.000000	1.889354
2.000000	2.005015
3.000000	2.572750
3.000000	3.376094
2.000000	1.488927
3.000000	3.280246
4.000000	3.455031
2.000000	2.098466
2.000000	2.153032
2.000000	1.482842
2.000000	2.147257
4.000000	3.710554
2.000000	2.529140
0.000000	0.875871
2.000000	2.382355
4.000000	3.407559
3.000000	3.327995
3.000000	3.067880
3.000000	2.496066
2.000000	1.935089
3.000000	3.282203
4.000000	3.390216
1.000000	1.645393
2.000000	2.551867
1.000000	1.261442
3.000000	2.449718
1.000000	1.195622
2.000000	2.252793
2.000000	2.511259
1.000000	2.636856
2.000000	2.689085
