23.000000	23.041298
16.000000	18.166788
17.000000	20.367275
24.000000	16.330761
19.000000	16.859615
8.000000	8.771148
10.000000	14.537349
12.000000	9.749962
17.000000	14.830132
8.000000	9.334147
12.000000	14.792800
15.000000	14.924231
17.000000	16.566917
21.000000	20.742451
24.000000	20.107689
15.000000	15.858070
9.000000	11.831382
9.000000	18.263279
21.000000	16.395212
17.000000	17.352282
21.000000	21.777885
16.000000	15.196967
18.000000	23.100313
16.000000	13.371972
9.000000	14.363940
9.000000	13.774611
14.000000	19.373226
18.000000	16.640001
16.000000	15.630925
20.000000	16.581068
14.000000	20.080324
21.000000	21.675064
16.000000	19.214605
7.000000	10.748925
18.000000	20.579857
16.000000	20.171375
14.000000	17.220253
18.000000	19.999498
8.000000	10.024159
14.000000	20.181000
24.000000	18.932365
15.000000	19.733294
15.000000	16.379436
21.000000	21.145573
7.000000	9.698968
14.000000	17.466589
11.000000	11.908211
20.000000	17.257698
17.000000	15.807643
18.000000	15.932702
17.000000	18.689884
12.000000	12.437581
16.000000	17.256603
17.000000	22.920141
7.000000	7.491737
17.000000	19.586348
13.000000	10.101418
17.000000	20.445099
13.000000	15.533571
20.000000	16.882320
19.000000	20.864117
16.000000	12.640644
18.000000	15.757413
18.000000	20.055115
23.000000	15.225969
10.000000	11.154391
16.000000	15.618890
24.000000	22.307316
23.000000	23.023975
11.000000	11.378114
14.000000	13.707439
14.000000	13.748664
18.000000	16.224701
18.000000	15.793515
23.000000	20.314577
24.000000	22.802088
22.000000	16.145836
16.000000	16.610228
8.000000	13.817599
13.000000	10.602852
18.000000	17.845490
19.000000	12.469406
17.000000	16.097946
7.000000	10.026151
17.000000	16.247211
10.000000	11.568337
16.000000	14.842502
24.000000	20.992937
16.000000	14.169118
16.000000	17.263699
17.000000	19.325983
17.000000	15.446536
7.000000	8.911588
15.000000	15.238954
14.000000	13.257821
18.000000	15.025974
24.000000	21.093126
20.000000	15.376109
19.000000	16.139807
24.000000	22.911732
24.000000	22.034325
10.000000	13.889215
18.000000	18.774244
8.000000	13.283733
23.000000	21.218540
14.000000	19.757252
15.000000	14.343039
8.000000	12.128332
15.000000	14.106627
18.000000	21.367420
21.000000	22.666790
17.000000	15.766270
9.000000	11.509421
17.000000	17.057295
16.000000	15.117004
12.000000	11.809834
17.000000	14.743213
13.000000	19.010061
14.000000	11.826978
14.000000	16.138535
16.000000	14.830316
19.000000	11.273329
10.000000	10.019629
10.000000	10.054921
23.000000	22.459116
10.000000	11.938286
20.000000	21.149788
16.000000	20.704708
23.000000	23.557980
22.000000	16.024372
15.000000	15.504958
18.000000	20.891659
19.000000	19.702681
17.000000	19.687309
11.000000	11.513078
17.000000	20.174349
14.000000	15.105124
16.000000	17.973251
14.000000	16.020536
20.000000	20.007801
23.000000	21.019464
21.000000	20.227928
23.000000	23.432318
16.000000	14.610236
8.000000	8.752482
15.000000	15.659865
8.000000	12.395135
17.000000	15.829236
20.000000	22.404140
23.000000	21.466497
16.000000	15.515337
24.000000	22.816433
16.000000	16.293430
18.000000	22.617512
16.000000	17.012947
16.000000	16.451809
12.000000	16.468353
18.000000	18.823359
16.000000	18.700819
18.000000	23.146490
9.000000	8.526948
17.000000	15.560505
24.000000	20.008131
24.000000	23.110134
23.000000	20.751930
16.000000	16.305717
20.000000	22.099766
11.000000	13.619446
12.000000	13.687568
16.000000	19.475201
22.000000	22.759605
22.000000	23.126816
24.000000	18.046087
21.000000	21.909212
17.000000	12.643102
14.000000	10.606024
11.000000	10.528182
24.000000	23.281055
17.000000	18.255421
15.000000	15.010709
17.000000	19.555065
17.000000	15.089491
20.000000	20.371084
12.000000	10.875314
16.000000	19.658649
22.000000	22.623861
9.000000	15.274776
15.000000	19.594276
18.000000	14.191746
20.000000	15.984996
16.000000	16.702465
10.000000	11.187974
16.000000	16.702591
15.000000	15.234463
16.000000	18.845020
22.000000	16.364578
23.000000	22.900219
14.000000	11.350310
19.000000	20.005333
19.000000	17.784874
17.000000	20.349567
19.000000	15.046945
16.000000	15.843686
21.000000	22.462063
20.000000	21.955473
18.000000	21.807423
10.000000	11.818076
22.000000	21.778763
24.000000	21.824593
21.000000	15.901687
16.000000	15.065314
16.000000	15.423512
21.000000	21.739416
20.000000	14.193988
22.000000	22.013601
17.000000	12.102704
10.000000	15.927732
10.000000	13.515392
8.000000	9.608707
20.000000	20.249596
17.000000	15.631806
5.000000	14.151819
17.000000	15.199542
12.000000	17.361317
13.000000	12.102854
9.000000	9.944344
19.000000	16.218513
18.000000	15.556545
15.000000	16.520664
17.000000	18.200718
14.000000	12.163368
18.000000	21.090778
16.000000	21.047651
19.000000	17.236687
14.000000	19.154047
17.000000	15.667286
16.000000	12.858858
19.000000	14.792710
21.000000	22.468550
14.000000	8.758117
16.000000	20.285847
24.000000	22.525642
19.000000	20.318420
22.000000	23.226099
10.000000	13.361239
17.000000	19.705091
20.000000	21.490459
16.000000	20.964361
16.000000	20.802095
23.000000	20.757603
15.000000	16.006435
17.000000	13.754926
19.000000	18.044653
22.000000	21.845125
23.000000	20.894207
16.000000	12.986156
24.000000	23.503773
14.000000	11.254213
13.000000	12.552055
22.000000	20.936836
10.000000	11.986393
10.000000	10.239446
12.000000	15.238165
11.000000	16.749231
8.000000	6.244042
12.000000	11.848603
15.000000	17.090502
6.000000	13.852954
14.000000	9.834139
20.000000	15.636949
16.000000	19.645893
14.000000	19.905855
16.000000	14.427980
17.000000	20.842636
16.000000	16.270996
22.000000	22.088345
8.000000	8.397219
16.000000	12.443695
18.000000	21.047220
8.000000	6.351757
21.000000	22.154352
14.000000	13.625456
23.000000	17.564604
21.000000	22.553288
13.000000	10.347976
16.000000	14.246118
14.000000	14.463315
18.000000	14.225789
19.000000	20.882927
8.000000	10.032046
19.000000	16.962708
19.000000	17.276426
18.000000	11.484034
15.000000	15.413978
4.000000	11.819283
9.000000	10.060269
13.000000	11.302754
24.000000	22.678225
14.000000	12.864408
17.000000	17.214466
13.000000	15.403942
8.000000	10.942561
7.000000	10.489795
9.000000	9.972371
16.000000	16.219692
12.000000	10.360909
13.000000	16.296257
24.000000	22.764927
18.000000	16.443211
13.000000	17.483248
14.000000	15.713866
15.000000	14.867877
9.000000	15.690497
18.000000	16.488682
