1.000000	1.308045
1.000000	1.574414
2.000000	1.384673
1.000000	1.204611
1.000000	1.552700
2.000000	1.937031
3.000000	2.054624
2.000000	1.985352
1.000000	1.592180
1.000000	1.724076
3.000000	2.648092
3.000000	2.517096
2.000000	1.656910
2.000000	2.046470
2.000000	1.400816
2.000000	1.254486
1.000000	2.195119
1.000000	1.557389
1.000000	1.393424
2.000000	1.778878
1.000000	1.401132
2.000000	1.989563
1.000000	1.626502
1.000000	1.537796
3.000000	3.068977
2.000000	2.021823
2.000000	2.063166
1.000000	1.388995
3.000000	2.551247
3.000000	2.146089
1.000000	1.569232
3.000000	2.628247
3.000000	2.046047
1.000000	1.437584
2.000000	1.688556
3.000000	2.246078
2.000000	2.126350
2.000000	1.878015
1.000000	1.300826
1.000000	1.739658
2.000000	2.400422
2.000000	1.886316
2.000000	1.264003
3.000000	2.283797
1.000000	1.398083
0.000000	1.188468
3.000000	2.435463
2.000000	2.012020
3.000000	2.542506
2.000000	1.538878
1.000000	1.462318
3.000000	2.348980
1.000000	2.436095
0.000000	1.319116
2.000000	2.182897
2.000000	2.193516
2.000000	1.830606
3.000000	1.626934
1.000000	1.679029
3.000000	2.424447
2.000000	1.926504
1.000000	1.349681
2.000000	2.399954
2.000000	2.041198
3.000000	2.209245
1.000000	1.508912
2.000000	1.579051
3.000000	2.432518
3.000000	2.455399
3.000000	2.656095
3.000000	2.879022
2.000000	1.821981
1.000000	1.602149
2.000000	1.664516
1.000000	1.745373
3.000000	2.482752
2.000000	1.914598
1.000000	1.351234
2.000000	1.686663
1.000000	2.066719
1.000000	1.695720
1.000000	1.688564
1.000000	1.617099
1.000000	1.598050
2.000000	1.616714
2.000000	1.966872
3.000000	2.592320
3.000000	2.582640
1.000000	2.005977
3.000000	1.718259
2.000000	1.989859
2.000000	1.383120
2.000000	1.656475
2.000000	2.080280
3.000000	2.410661
3.000000	2.211718
3.000000	2.950084
2.000000	1.721599
3.000000	2.456274
2.000000	1.591046
2.000000	1.764535
1.000000	1.784348
3.000000	1.752472
